Date Local	NO2 Mean	NO2 AQI	NO2 1st Max Value	O3 Mean	O3 AQI	O3 1st Max Value	SO2 Mean	SO2 AQI	SO2 1st Max Value	CO Mean	CO AQI	CO 1st Max Value
2013-01-01	1.1	1	1.7	0.026125	25	0.03	0.0	0.0	0.0	0.4020835	5.0	0.5
2013-01-02	1.433333	5	5.2	0.03	31	0.036	0.0	0.0	0.0	0.4	5.0	0.4
2013-01-03	0.570833	1	1.2	0.033083	31	0.036	0.0	0.0	0.0	0.4020835	5.0	0.5
2013-01-04	1.443478	3	3.6	0.024333	24	0.028	0.0	0.0	0.0	0.404348	5.0	0.5
2013-01-05	1.804545	4	4.8	0.021318	22	0.026	0.0	0.0	0.0	0.44375	6.0	0.6
2013-01-06	1.3	2	2.8	0.031136	28	0.033	0.0	0.0	0.0	0.4847825	6.0	0.6
2013-01-07	2.2875	6	6.5	0.022	26	0.031	0.0	0.0	0.0	0.4875	7.0	0.6
2013-01-08	1.652174	2	2.8	0.0205	20	0.024	0.0	0.0	0.0	0.5105075	7.0	0.6
2013-01-09	0.927273	2	2.6	0.033167	31	0.037	0.0	0.0	0.0	0.4916665	6.0	0.5
2013-01-10	0.883333	1	1.8	0.032125	30	0.035	0.0	0.0	0.0	0.4958335	6.0	0.5
2013-01-11	0.925	2	2.8	0.029625	28	0.033	0.0	0.0	0.0	0.5041665	6.0	0.6
2013-01-12	0.969565	2	2.6	0.0281	27	0.032	0.0	0.0	0.0	0.504348	6.0	0.6
2013-01-13	1.457143	2	2.5	0.02895	27	0.032	0.0	0.0	0.0	0.515036	7.0	0.6
2013-01-14	1.733333	4	4.0	0.028958	26	0.031	0.0	0.0	0.0	0.5062500000000001	7.0	0.6
2013-01-15	2.45	6	6.2	0.023208	24	0.028	0.0	0.0	0.0	0.5104165	6.0	0.6
2013-01-16	1.76087	4	4.4	0.021583	21	0.025	0.0	0.0	0.0	0.403788	6.0	0.6
2013-01-17	2.863636	5	5.2	0.00975	12	0.014	0.0	0.0	0.0	0.2270835	3.0	0.3
2013-01-18	2.533333	2	2.8	0.008333	13	0.015	0.0	0.0	0.0	0.2708335	3.0	0.4
2013-01-19	3.2541665	5.0	5.4	0.0125625	23.0	0.027	0.0	0.0	0.0	0.28432975	3.0	0.4
2013-01-20	3.2541665	5.0	5.4	0.0125625	23.0	0.027	0.0	0.0	0.0	0.28432975	3.0	0.4
2013-01-21	3.2541665	5.0	5.4	0.0125625	23.0	0.027	0.0	0.0	0.0	0.28432975	3.0	0.4
2013-01-22	3.2541665	5.0	5.4	0.0125625	23.0	0.027	0.0	0.0	0.0	0.28432975	3.0	0.4
2013-01-23	3.2541665	5.0	5.4	0.0125625	23.0	0.027	0.0	0.0	0.0	0.28432975	3.0	0.4
2013-01-24	3.975	5	5.4	0.016792	23	0.027	0.0	0.0	0.0	0.297826	3.0	0.4
2013-01-25	1.454545	3	3.1	0.019917	25	0.03	0.0	0.0	0.0	0.2854164999999999	3.0	0.3
2013-01-26	0.808333	2	2.0	0.032045	30	0.035	0.0	0.0	0.0	0.258333	3.0	0.4
2013-01-27	1.3	2	2.6	0.031273	30	0.035	0.0	0.0	0.0	0.304348	3.0	0.4
2013-01-28	1.278261	4	4.2	0.03125	29	0.034	0.0	0.0	0.0	0.302174	3.0	0.4
2013-01-29	1.35	4	4.5	0.030542	30	0.035	0.0	0.0	0.0	0.3020835	3.0	0.4
2013-01-30	1.25	2	2.9	0.023042	25	0.029	0.0	0.0	0.0	0.30625	3.0	0.4
2013-01-31	1.8	3	3.1	0.016333	15	0.018	0.0	0.0	0.0	0.3020835	3.0	0.4
2013-02-01	2.282609	7	7.1	0.0215	24	0.028	0.0	0.0	0.0	0.329801	5.0	0.5
2013-02-02	1.313636	2	2.4	0.027045	29	0.034	0.0	0.0	0.0	0.3208335	5.0	0.4
2013-02-03	1.4875	2	2.0	0.023545	24	0.028	0.0	0.0	0.0	0.3490035	5.0	0.4
2013-02-04	1.347826	2	2.0	0.024208	25	0.029	0.0	0.0	0.0	0.33125	5.0	0.4
2013-02-05	0.65	1	1.1	0.030667	30	0.035	0.0	0.0	0.0	0.3	3.0	0.3
2013-02-06	0.433333	1	1.9	0.032417	31	0.036	0.0	0.0	0.0	0.3	3.0	0.3
2013-02-07	0.504167	2	2.3	0.031125	30	0.035	0.0	0.0	0.0	0.389583	5.0	0.5
2013-02-08	1.166667	2	2.2	0.029583	28	0.033	0.0	0.0	0.0	0.4041665	5.0	0.5
2013-02-09	1.6208335	4.0	4.0	0.0286455	29.0	0.034	0.0	0.0	0.0	0.40208325	5.0	0.5
2013-02-10	1.6208335	4.0	4.0	0.0286455	29.0	0.034	0.0	0.0	0.0	0.40208325	5.0	0.5
2013-02-11	1.6208335	4.0	4.0	0.0286455	29.0	0.034	0.0	0.0	0.0	0.40208325	5.0	0.5
2013-02-12	1.6208335	4.0	4.0	0.0286455	29.0	0.034	0.0	0.0	0.0	0.40208325	5.0	0.5
2013-02-13	1.6208335	4.0	4.0	0.0286455	29.0	0.034	0.0	0.0	0.0	0.40208325	5.0	0.5
2013-02-14	1.6208335	4.0	4.0	0.0286455	29.0	0.034	0.0	0.0	0.0	0.40208325	5.0	0.5
2013-02-15	2.075	4	4.0	0.027708	29	0.034	0.0	0.0	0.0	0.4	5.0	0.4
2013-02-16	1.2125	2	2.4	0.025364	29	0.034	0.0	0.0	0.0	0.4812499999999999	6.0	0.5
2013-02-17	0.953333	1	1.3	0.031364	31	0.036	0.0	0.0	0.0	0.4672345	6.0	0.5
2013-02-18	1.104545	2	2.1	0.032375	30	0.035	0.0	0.0	0.0	0.4958335	6.0	0.5
2013-02-19	0.770833	2	2.8	0.036042	33	0.039	0.0	0.0	0.0	0.49375	6.0	0.5
2013-02-20	1.1375	2	2.1	0.029458	27	0.032	0.0	0.0	0.0	0.5	6.0	0.5
2013-02-21	1.23913	2	2.7	0.032833	31	0.036	0.0	0.0	0.0	0.416856	6.0	0.5
2013-02-22	0.477273	1	1.6	0.034167	31	0.036	0.0	0.0	0.0	0.208333	3.0	0.3
2013-02-23	0.6125	1	1.1	0.034136	31	0.036	0.0	0.0	0.0	0.2	2.0	0.2
2013-02-24	1.01875	2	2.4	0.029182	27	0.032	0.0	0.0	0.0	0.2192029999999999	3.0	0.3
2013-02-25	0.93913	3	3.2	0.034292	33	0.039	0.0	0.0	0.0	0.225725	3.0	0.3
2013-02-26	1.2	2	2.8	0.030542	28	0.033	0.0	0.0	0.0	0.2416665	3.0	0.3
2013-02-27	0.935	4	4.2	0.024958	25	0.03	0.0	0.0	0.0	0.225	3.0	0.3
2013-02-28	0.425	1	1.4	0.018542	19	0.022	0.0	0.0	0.0	0.20625	2.0	0.3
2013-03-01	1.321739	2	2.8	0.016375	17	0.02	0.0	0.0	0.0	0.2700185	3.0	0.3
2013-03-02	1.113636	2	2.0	0.017818	20	0.024	0.0	0.0	0.0	0.2875	3.0	0.3
2013-03-03	0.51875	1	1.3	0.026091	25	0.03	0.0	0.0	0.0	0.2509964999999999	3.0	0.3
2013-03-04	0.366667	1	1.2	0.031375	32	0.038	0.0	0.0	0.0	0.24375	3.0	0.3
2013-03-05	0.026087	0	0.2	0.03375	32	0.038	0.0	0.0	0.0	0.227536	3.0	0.3
2013-03-06	0.154545	0	0.7	0.034083	31	0.036	0.0	0.0	0.0	0.2916665	3.0	0.3
2013-03-07	0.885	2	2.5	0.029458	27	0.032	0.0	0.0	0.0	0.30625	3.0	0.5
2013-03-08	0.916667	2	2.7	0.02825	28	0.033	0.0	0.0	0.0	0.3	3.0	0.3
2013-03-09	0.786957	1	1.4	0.02525	24	0.028	0.0	0.0	0.0	0.3	3.0	0.3
2013-03-10	1.185714	2	2.2	0.0253	25	0.03	0.0	0.0	0.0	0.319203	5.0	0.4
2013-03-11	0.9	2	2.3	0.0235	23	0.027	0.0	0.0	0.0	0.308388	5.0	0.4
2013-03-12	0.786364	1	1.7	0.021292	20	0.024	0.0	0.0	0.0	0.30625	3.0	0.4
2013-03-13	1.353333	2	2.8	0.015667	16	0.019	0.0	0.0	0.0	0.2475	5.0	0.4
2013-03-14	0.952174	1	1.9	0.024667	26	0.031	0.0	0.0	0.0	0.1	1.0	0.1
2013-03-15	1.354167	3	3.5	0.023333	22	0.026	0.0	0.0	0.0	0.10625	1.0	0.3
2013-03-16	0.666667	1	1.0	0.033	31	0.037	0.0	0.0	0.0	0.1	1.0	0.1
2013-03-17	0.642857	0	0.9	0.0383	34	0.04	0.0	0.0	0.0	0.1	1.0	0.1
2013-03-18	1.529167	4	4.0	0.02475	28	0.033	0.0	0.0	0.0	0.1291665	2.0	0.2
2013-03-19	0.543478	2	2.9	0.030417	34	0.04	0.0	0.0	0.0	0.10625	2.0	0.2
2013-03-20	0.641667	2	2.4	0.03475	33	0.039	0.0	0.0	0.0	0.13125	2.0	0.2
2013-03-21	0.920833	3	3.4	0.041042	41	0.048	0.0	0.0	0.0	0.1229165	2.0	0.2
2013-03-22	0.913636	3	3.2	0.040125	38	0.045	0.0	0.0	0.0	0.1458335	2.0	0.2
2013-03-23	1.008333	2	2.6	0.035409	34	0.04	0.0	0.0	0.0	0.179167	2.0	0.3
2013-03-24	1.34	2	2.5	0.034409	31	0.037	0.0	0.0	0.0	0.1977275	2.0	0.3
2013-03-25	1.414286	3	3.6	0.035833	33	0.039	0.0	0.0	0.0	0.2020834999999999	2.0	0.3
2013-03-26	0.7	2	2.4	0.028333	26	0.031	0.0	0.0	0.0	0.1958335	2.0	0.2
2013-03-27	0.422727	1	1.4	0.026042	25	0.03	0.0	0.0	0.0	0.2	2.0	0.2
2013-03-28	0.783333	2	2.5	0.023042	23	0.027	0.0	0.0	0.0	0.2	2.0	0.2
2013-03-29	0.756522	2	2.3	0.02025	21	0.025	0.0	0.0	0.0	0.197826	2.0	0.2
2013-03-30	0.604167	2	2.3	0.0225	22	0.026	0.0	0.0	0.0	0.2	2.0	0.3
2013-03-31	0.606667	1	1.1	0.018364	19	0.023	0.0	0.0	0.0	0.2	2.0	0.2
2013-04-01	0.745455	2	2.0	0.024833	25	0.029	0.0	0.0	0.0	0.2020834999999999	2.0	0.3
2013-04-02	0.854167	3	3.5	0.019833	20	0.024	0.0	0.0	0.0	0.2	2.0	0.2
2013-04-03	0.386957	1	1.0	0.018167	27	0.032	0.0	0.0	0.0	0.2	2.0	0.2
2013-04-04	0.095833	0	0.7	0.028792	26	0.031	0.0	0.0	0.0	0.2	2.0	0.2
2013-04-05	0.141667	0	0.7	0.03	28	0.033	0.0	0.0	0.0	0.2	2.0	0.2
2013-04-06	0.0	0	0.2	0.032909	31	0.036	0.0	0.0	0.0	0.2	2.0	0.2
2013-04-07	0.173333	0	0.5	0.041364	37	0.044	0.0	0.0	0.0	0.202174	2.0	0.3
2013-04-08	0.386957	1	1.8	0.037917	36	0.043	0.0	0.0	0.0	0.2065215	2.0	0.3
2013-04-09	0.520833	1	1.2	0.031125	31	0.037	0.0	0.0	0.0	0.285417	3.0	0.3
2013-04-10	0.633333	1	1.6	0.02575	28	0.033	0.0	0.0	0.0	0.2937499999999999	3.0	0.3
2013-04-11	0.5791665	1.0	1.6	0.029103999999999998	31.0	0.037	0.57222225	1.0	1.3	0.29687499999999994	3.0	0.3
2013-04-12	0.525	1	1.3	0.032458	31	0.037	1.1444445	1.0	1.3	0.3	3.0	0.3
2013-04-13	0.321739	0	0.6	0.04435	39	0.046	0.7807455	1.0	1.0	0.3	3.0	0.3
2013-04-14	0.44	0	0.9	0.039364	34	0.04	0.6808335000000001	0.0	0.8	0.297826	3.0	0.3
2013-04-15	0.666667	1	1.8	0.039583	36	0.043	0.6916665	0.0	0.8	0.3	3.0	0.3
2013-04-16	0.55	1	1.6	0.034333	33	0.039	0.6295455	1.0	1.1	0.3	3.0	0.3
2013-04-17	0.889474	2	2.9	0.033208	33	0.039	0.5816665	0.0	0.8	0.3020835	3.0	0.4
2013-04-18	0.704348	3	3.2	0.032875	33	0.039	0.157764	0.0	0.8	0.3	3.0	0.3
2013-04-19	0.541667	1	1.9	0.027875	25	0.03	0.2104165	1.0	1.0	0.3	3.0	0.3
2013-04-20	0.325	1	1.1	0.029905	30	0.035	0.70625	1.0	1.0	0.3	3.0	0.3
2013-04-21	0.4	0	0.7	0.0306	29	0.034	0.3857144999999999	0.0	0.7	0.3	3.0	0.3
2013-04-22	0.595833	2	2.1	0.028833	33	0.039	0.7166665000000001	0.0	0.8	0.3041665	3.0	0.4
2013-04-23	1.43913	5	5.6	0.040833	37	0.044	0.731677	0.0	0.8	0.304348	3.0	0.4
2013-04-24	0.866667	3	3.3	0.036583	36	0.042	0.6708335	0.0	0.8	0.3041665	3.0	0.4
2013-04-25	0.5625	1	1.5	0.036917	34	0.04	0.6354165	0.0	0.7	0.3041665	3.0	0.4
2013-04-26	1.222727	5	5.7	0.031333	29	0.034	0.606818	0.0	0.7	0.347917	5.0	0.4
2013-04-27	0.758333	1	1.7	0.026273	25	0.029	0.5833335	0.0	0.7	0.35625	5.0	0.4
2013-04-28	0.673333	1	1.5	0.028	27	0.032	0.6133335	0.0	0.7	0.3414775	5.0	0.4
2013-04-29	0.525	1	1.3	0.033458	33	0.039	0.6083335	0.0	0.7	0.39375	5.0	0.4
2013-04-30	0.733333	1	1.6	0.037167	35	0.041	0.5958335	0.0	0.7	0.3770835	5.0	0.4
2013-05-01	1.195455	2	2.9	0.0385	39	0.046	0.5674245	0.0	0.6	0.4	5.0	0.4
2013-05-02	1.595833	3	3.0	0.044333	42	0.049	0.5729165	0.0	0.6	0.4	5.0	0.4
