original row-2	State Code	County Code	Site Num	Address	State	County	City	Date Local	NO2 Units	NO2 Mean	NO2 1st Max Value	NO2 1st Max Hour	NO2 AQI	O3 Units	O3 Mean	O3 1st Max Value	O3 1st Max Hour	O3 AQI	SO2 Units	SO2 Mean	SO2 1st Max Value	SO2 1st Max Hour	SO2 AQI	CO Units	CO Mean	CO 1st Max Value	CO 1st Max Hour	CO AQI
20946	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2013-12-30	Parts per billion	21.656522	47.7	20	44	Parts per million	0.015792	0.035	9	32	Parts per billion	1.1897515	5.2	20	7.0	Parts per million	1.0358225	5.011	23	34.0
20950	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2013-12-31	Parts per billion	21.378261	38.8	0	36	Parts per million	0.016105	0.031	9	29	Parts per billion	0.722981	2.4	0	3.0	Parts per million	1.1296955	4.272	0	43.0
156422	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-01	Parts per billion	17.078261	28.9	6	26	Parts per million	0.017125	0.039	9	36	Parts per billion	1.1850930000000002	4.4	6	6.0	Parts per million	0.7031229999999999	2.617	6	14.0
156426	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-02	Parts per billion	18.717391	39.3	18	37	Parts per million	0.012417	0.031	9	29	Parts per billion	0.535404	1.0	18	1.0	Parts per million	0.85	0.9	1	10.0
156428	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-10	Parts per billion	40.084615	70.7	12	68	Parts per million	0.011375	0.032	8	30	Parts per billion	1.3642854999999998	2.9	13	3.0	Parts per million	0.7565075	1.328	19	9.0
156432	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-11	Parts per billion	32.773913	74.7	9	72	Parts per million	0.013958	0.039	10	36	Parts per billion	1.350932	4.8	9	6.0	Parts per million	1.124051	3.267	8	24.0
156436	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-12	Parts per billion	28.813043	73.9	9	71	Parts per million	0.019292	0.041	10	38	Parts per billion	1.46677	4.3	10	6.0	Parts per million	1.0067355	3.112	6	22.0
156440	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-13	Parts per billion	16.8	38.1	18	36	Parts per million	0.01825	0.035	9	32	Parts per billion	0.4180124999999999	1.1	21	1.0	Parts per million	0.311138	0.878	21	7.0
156444	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-14	Parts per billion	16.443478	43.6	18	41	Parts per million	0.021333	0.037	9	34	Parts per billion	0.4180124999999999	1.6	19	1.0	Parts per million	0.3422645	1.123	19	7.0
156448	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-15	Parts per billion	20.078261	43.8	18	41	Parts per million	0.016875	0.039	9	36	Parts per billion	0.8164594999999999	4.5	20	6.0	Parts per million	0.5729095	2.937	20	14.0
156452	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-16	Parts per billion	16.995652	42.2	18	40	Parts per million	0.02225	0.038	9	35	Parts per billion	0.4130435	1.2	18	1.0	Parts per million	0.4671415	1.281	18	14.0
156456	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-17	Parts per billion	19.669565	45.6	17	42	Parts per million	0.016667	0.036	9	33	Parts per billion	0.5913045	1.8	19	1.0	Parts per million	0.5698335	2.064	19	15.0
156460	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-18	Parts per billion	19.747826	38.4	18	36	Parts per million	0.013417	0.035	9	32	Parts per billion	0.8338505	2.4	19	3.0	Parts per million	0.7215795	1.759	20	16.0
156464	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-19	Parts per billion	18.804348	28.9	8	26	Parts per million	0.008583	0.023	9	21	Parts per billion	0.7431675	2.3	8	3.0	Parts per million	0.7740075	1.994	22	16.0
156468	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-20	Parts per billion	20.729167	42.5	18	40	Parts per million	0.013458	0.035	9	32	Parts per billion	0.6666664999999999	1.5	7	1.0	Parts per million	0.7087289999999999	1.651	19	16.0
