Date Local	NO2 Mean	NO2 AQI	NO2 1st Max Value	O3 Mean	O3 AQI	O3 1st Max Value	SO2 Mean	SO2 AQI	SO2 1st Max Value	CO Mean	CO AQI	CO 1st Max Value
2013-01-01	24.079167	35	37.3	0.014167	29	0.031	0.2102485	0.0	0.5	0.71245225	14.0	1.4
2013-01-02	33.025	42	44.3	0.011583	23	0.025	0.8900625	6.0	4.9	0.93307425	15.0	1.8
2013-01-03	36.541667	44	47.8	0.011333	22	0.024	0.862733	1.0	1.8	0.987355	15.0	1.8
2013-01-04	36.826087	42	45.5	0.012042	25	0.027	0.6621115	1.0	1.1	0.8566395	16.0	1.7
2013-01-05	33.466667	39	41.3	0.010958	21	0.023	0.5894410000000001	1.0	1.0	0.92442025	18.0	1.7
2013-01-06	21.804167	36	38.0	0.018542	33	0.036	0.328882	6.0	4.8	0.5934075	16.0	1.4
2013-01-07	30.866667	42	45.9	0.012042	24	0.026	0.3785715	1.0	1.3	0.7076902500000001	14.0	1.5
2013-01-08	41.454167	52	55.0	0.007833	13	0.014	1.180435	9.0	6.0	1.12202525	17.0	2.2
2013-01-09	38.275	57	60.5	0.010875	16	0.017	1.1232920000000002	3.0	2.8	1.09547275	19.0	2.3
2013-01-10	10.790909	27	29.0	0.033625	37	0.04	0.0381984999999999	0.0	0.3	0.28559475	6.0	0.6
2013-01-11	7.629167	24	25.5	0.033375	35	0.038	0.054037	0.0	0.2	0.2720255	6.0	0.6
2013-01-12	21.179167	36	38.5	0.017083	29	0.031	0.1201865	0.0	0.5	0.46777725	10.0	1.2
2013-01-13	22.733333	33	35.4	0.018208	33	0.036	0.0785715	0.0	0.3	0.5657877499999999	11.0	1.1
2013-01-14	33.179167	42	45.3	0.012625	23	0.025	0.7065215	1.0	1.6	0.73099975	13.0	1.7
2013-01-15	31.233333	40	42.9	0.013208	25	0.027	0.5478259999999999	3.0	2.3	0.689821	11.0	1.5
2013-01-16	38.7375	43	46.8	0.009125	16	0.017	0.7	1.0	1.6	0.983105	16.0	2.0
2013-01-17	44.64	53	56.5	0.009625	18	0.019	1.1204545	3.0	2.4	1.1935635	19.0	2.4
2013-01-18	33.25625	43	46.4	0.012	24	0.026	0.693789	1.0	1.7	0.937415	17.0	1.7
2013-01-19	31.229167	42	45.9	0.014333	31	0.033	0.5670805000000001	1.0	1.1	0.8207465	16.0	1.8
2013-01-20	26.9875	41	43.5	0.016417	33	0.036	0.1825	0.0	0.5	0.6913787499999999	15.0	1.5
2013-01-21	34.854167	44	47.5	0.011625	23	0.025	0.926708	1.0	1.9	0.937875	16.0	1.8
2013-01-22	38.929167	51	54.1	0.01	19	0.02	0.8161905	1.0	1.4	0.92728625	18.0	2.1
2013-01-23	34.370833	40	42.6	0.01	14	0.015	0.328882	1.0	1.0	0.6294839999999999	18.0	1.6
2013-01-24	17.866667	24	25.7	0.009625	14	0.015	0.0839284999999999	0.0	0.4	0.41219225	11.0	1.3
2013-01-25	22.020833	25	26.9	0.007833	12	0.013	0.2152175	0.0	0.5	0.480547	11.0	1.0
2013-01-26	15.473913	21	22.1	0.015958	20	0.022	0.2108695	0.0	0.5	0.35382775	8.0	0.7
2013-01-27	8.2375	16	17.3	0.028667	31	0.034	0.0484845	0.0	0.3	0.2409637499999999	6.0	0.6
2013-01-28	9.058333	21	22.5	0.031083	35	0.038	0.004348	0.0	0.2	0.26790925	6.0	0.8
2013-01-29	24.629167	34	36.8	0.012208	20	0.022	0.4409935	0.0	0.8	0.54617575	13.0	1.5
