Date Local	NO2 Mean	NO2 AQI	NO2 1st Max Value	O3 Mean	O3 AQI	O3 1st Max Value	SO2 Mean	SO2 AQI	SO2 1st Max Value	CO Mean	CO AQI	CO 1st Max Value
2014-05-21	4.839350476190477	29.0	31.1	0.03175919047619048	51.0	0.055	0.4708245238095238	3.0	2.1	0.22341542857142857	5.0	0.5
2014-05-22	5.886197714285716	33.0	35.2	0.03182904761904761	74.0	0.062	0.3975836428571429	3.0	2.4	0.24593254761904756	8.0	0.7
2014-05-23	5.492903809523809	30.0	32.4	0.03024652380952381	90.0	0.067	0.33111373809523803	3.0	2.2	0.2536860833333333	8.0	0.7
2014-05-24	4.412669047619048	25.0	26.9	0.03193909523809524	97.0	0.069	0.38064271428571433	4.0	3.9	0.2506278333333333	8.0	0.8
2014-05-25	4.174349761904762	22.0	23.1	0.034933428571428574	119.0	0.076	0.39775607142857144	3.0	2.0	0.2528851666666667	8.0	0.7
2014-05-26	4.695465285714286	28.0	30.5	0.034495619047619046	143.0	0.083	0.49077111904761894	9.0	6.0	0.26003459523809525	9.0	0.8
2014-05-27	6.38774	40.0	42.3	0.037319095238095235	140.0	0.082	0.49014114285714294	6.0	4.5	0.27365886904761905	9.0	0.8
2014-05-28	5.389303449999999	38.0	40.7	0.0351454	101.0	0.071	0.4861540250000001	9.0	6.2	0.2697489249999999	8.0	1.003
2014-05-29	6.9043385	35.0	37.1	0.03320559999999999	80.0	0.064	0.48588	6.0	4.3	0.2891084375	8.0	0.82
2014-05-30	7.3875153809523795	45.0	48.8	0.03788461904761905	136.0	0.081	0.48912328571428576	7.0	5.9	0.2906842976190476	9.0	1.0
2014-05-31	6.18701461904762	35.0	37.6	0.03871342857142858	129.0	0.079	0.43567647619047617	4.0	3.8	0.297637880952381	10.0	1.0
2014-06-01	5.124461952380953	25.0	26.3	0.038695047619047615	140.0	0.082	0.4858870476190476	10.0	7.2	0.28655582142857144	9.0	0.9
2014-06-02	5.759984095238095	31.0	33.6	0.034644238095238096	126.0	0.078	0.4076018571428572	4.0	3.2	0.2872564523809524	8.0	0.9
2014-06-03	7.134086142857143	38.0	40.9	0.03532842857142857	112.0	0.074	0.5447827380952381	9.0	6.4	0.2980187738095238	9.0	1.0
2014-06-04	7.3779737	34.0	36.8	0.03575975	147.0	0.084	0.5193022249999999	4.0	3.7	0.31495826250000003	9.0	0.9
2014-06-05	7.366019499999998	50.0	53.2	0.035177700000000006	143.0	0.083	0.47021004999999994	3.0	2.4	0.302018075	9.0	0.9
2014-06-06	5.3304303157894735	33.0	35.5	0.03646163157894737	156.0	0.088	0.4871034473684211	4.0	3.6	0.2781926710526315	8.0	0.871
2014-06-07	4.7846455500000005	27.0	29.6	0.035594850000000004	147.0	0.084	0.54431005	7.0	5.5	0.2704023375000001	8.0	0.8
2014-06-08	5.79359045	33.0	35.8	0.0338367	133.0	0.08	0.67559725	10.0	7.9	0.2857845875	9.0	0.8
